2017年04月21 16:56:15.351 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2017年04月21 17:34:19.009 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'rememberMeCookie' of type [class org.apache.shiro.web.servlet.SimpleCookie] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 17:34:19.010 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'rememberMeManager' of type [class org.apache.shiro.web.mgt.CookieRememberMeManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 17:34:19.014 [main] INFO  org.apache.shiro.cache.ehcache.EhCacheManager - Using existing EHCache named [authorizationCache]
2017年04月21 17:34:19.015 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [class org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 17:34:19.046 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'oAuth2AuthenticationFilter' of type [class com.pzy.jcook.sys.shiro.oauth2.OAuth2AuthenticationFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 17:34:19.053 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'util:map#50b5c214' of type [class org.springframework.beans.factory.config.MapFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 17:34:19.056 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'util:map#50b5c214' of type [class java.util.LinkedHashMap] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 17:34:22.938 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.selectProperty - ooo Using Connection [Transaction-aware proxy for target Connection [com.alibaba.druid.proxy.jdbc.ConnectionProxyImpl@7bdf06e0]]
2017年04月21 17:34:23.008 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.selectProperty - ==>  Preparing: select * from ACT_GE_PROPERTY where NAME_ = ? 
2017年04月21 17:34:23.187 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.selectProperty - ==> Parameters: schema.version(String)
2017年04月21 17:34:23.299 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.selectProperty - <==      Total: 1
2017年04月21 17:34:23.467 [main] INFO  org.activiti.engine.impl.ProcessEngineImpl - ProcessEngine default created
2017年04月21 17:34:25.581 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.selectProperty - ooo Using Connection [Transaction-aware proxy for target Connection  from DataSource [{
	CreateTime:"2017-04-21 17:34:09",
	ActiveCount:2,
	PoolingCount:0,
	CreateCount:2,
	DestroyCount:0,
	CloseCount:4,
	ConnectCount:6,
	Connections:[
	]
}]]
2017年04月21 17:34:25.744 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.selectProperty - ==>  Preparing: select * from ACT_GE_PROPERTY where NAME_ = ? 
2017年04月21 17:34:25.755 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.selectProperty - ==> Parameters: next.dbid(String)
2017年04月21 17:34:25.839 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.selectProperty - <==      Total: 1
2017年04月21 17:34:25.845 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.updateProperty - ooo Using Connection [Transaction-aware proxy for target Connection [com.alibaba.druid.proxy.jdbc.ConnectionProxyImpl@140acbb]]
2017年04月21 17:34:25.846 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.updateProperty - ==>  Preparing: update ACT_GE_PROPERTY SET REV_ = ?, VALUE_ = ? where NAME_ = ? and REV_ = ? 
2017年04月21 17:34:25.847 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.updateProperty - ==> Parameters: 5(Integer), 10001(String), next.dbid(String), 4(Integer)
2017年04月21 17:34:25.925 [main] DEBUG o.a.e.i.p.entity.PropertyEntity.updateProperty - <==    Updates: 1
2017年04月21 17:34:26.093 [main] INFO  o.activiti.engine.impl.bpmn.deployer.BpmnDeployer - Processing resource dayoff.bpmn
2017年04月21 17:34:27.509 [main] DEBUG o.a.e.i.p.e.P.selectLatestProcessDefinitionByKey - ooo Using Connection [Transaction-aware proxy for target Connection  from DataSource [{
	CreateTime:"2017-04-21 17:34:09",
	ActiveCount:1,
	PoolingCount:1,
	CreateCount:2,
	DestroyCount:0,
	CloseCount:5,
	ConnectCount:6,
	Connections:[
		{ID:21015739, ConnectTime:"2017-04-21 17:34:25", UseCount:1, LastActiveTime:"2017-04-21 17:34:26"}
	]
}]]
2017年04月21 17:34:27.514 [main] DEBUG o.a.e.i.p.e.P.selectLatestProcessDefinitionByKey - ==>  Preparing: select * from ACT_RE_PROCDEF where KEY_ = ? and (TENANT_ID_ = '' or TENANT_ID_ is null) and VERSION_ = (select max(VERSION_) from ACT_RE_PROCDEF where KEY_ = ? and (TENANT_ID_ = '' or TENANT_ID_ is null)) 
2017年04月21 17:34:27.520 [main] DEBUG o.a.e.i.p.e.P.selectLatestProcessDefinitionByKey - ==> Parameters: dayoff(String), dayoff(String)
2017年04月21 17:34:27.605 [main] DEBUG o.a.e.i.p.e.P.selectLatestProcessDefinitionByKey - <==      Total: 0
2017年04月21 17:34:27.610 [main] DEBUG o.a.e.i.p.e.J.selectJobByTypeAndProcessDefinitionKeyNoTenantId - ooo Using Connection [Transaction-aware proxy for target Connection [com.alibaba.druid.proxy.jdbc.ConnectionProxyImpl@7bdf06e0]]
2017年04月21 17:34:27.610 [main] DEBUG o.a.e.i.p.e.J.selectJobByTypeAndProcessDefinitionKeyNoTenantId - ==>  Preparing: select J.* from ACT_RU_JOB J inner join ACT_RE_PROCDEF P on J.PROC_DEF_ID_ = P.ID_ where J.HANDLER_TYPE_ = ? and P.KEY_ = ? and (P.TENANT_ID_ = '' or P.TENANT_ID_ is null) 
2017年04月21 17:34:27.615 [main] DEBUG o.a.e.i.p.e.J.selectJobByTypeAndProcessDefinitionKeyNoTenantId - ==> Parameters: timer-start-event(String), dayoff(String)
2017年04月21 17:34:27.703 [main] DEBUG o.a.e.i.p.e.J.selectJobByTypeAndProcessDefinitionKeyNoTenantId - <==      Total: 0
2017年04月21 17:34:27.705 [main] DEBUG o.a.e.i.p.e.P.insertProcessDefinition - ooo Using Connection [Transaction-aware proxy for target Connection [com.alibaba.druid.proxy.jdbc.ConnectionProxyImpl@7bdf06e0]]
2017年04月21 17:34:27.706 [main] DEBUG o.a.e.i.p.e.P.insertProcessDefinition - ==>  Preparing: insert into ACT_RE_PROCDEF(ID_, REV_, CATEGORY_, NAME_, KEY_, VERSION_, DEPLOYMENT_ID_, RESOURCE_NAME_, DGRM_RESOURCE_NAME_, DESCRIPTION_, HAS_START_FORM_KEY_, HAS_GRAPHICAL_NOTATION_ , SUSPENSION_STATE_, TENANT_ID_) values (?, 1, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) 
2017年04月21 17:34:27.709 [main] DEBUG o.a.e.i.p.e.P.insertProcessDefinition - ==> Parameters: dayoff:1:7504(String), http://www.activiti.org/test(String), dayoff(String), dayoff(String), 1(Integer), 7501(String), dayoff.bpmn(String), dayoff.dayoff.png(String), null, false(Boolean), true(Boolean), 1(Integer), (String)
2017年04月21 17:34:27.792 [main] DEBUG o.a.e.i.p.e.P.insertProcessDefinition - <==    Updates: 1
2017年04月21 17:34:27.792 [main] DEBUG o.a.e.i.p.entity.DeploymentEntity.insertDeployment - ooo Using Connection [Transaction-aware proxy for target Connection [com.alibaba.druid.proxy.jdbc.ConnectionProxyImpl@7bdf06e0]]
2017年04月21 17:34:27.792 [main] DEBUG o.a.e.i.p.entity.DeploymentEntity.insertDeployment - ==>  Preparing: insert into ACT_RE_DEPLOYMENT(ID_, NAME_, CATEGORY_, TENANT_ID_, DEPLOY_TIME_) values(?, ?, ?, ?, ?) 
2017年04月21 17:34:27.800 [main] DEBUG o.a.e.i.p.entity.DeploymentEntity.insertDeployment - ==> Parameters: 7501(String), null, null, (String), 2017-04-21 17:34:24.71(Timestamp)
2017年04月21 17:34:27.889 [main] DEBUG o.a.e.i.p.entity.DeploymentEntity.insertDeployment - <==    Updates: 1
2017年04月21 17:34:27.921 [main] DEBUG o.a.e.i.p.entity.ResourceEntity.bulkInsertResource - ooo Using Connection [Transaction-aware proxy for target Connection [com.alibaba.druid.proxy.jdbc.ConnectionProxyImpl@7bdf06e0]]
2017年04月21 17:34:27.921 [main] DEBUG o.a.e.i.p.entity.ResourceEntity.bulkInsertResource - ==>  Preparing: INSERT INTO ACT_GE_BYTEARRAY(ID_, REV_, NAME_, BYTES_, DEPLOYMENT_ID_, GENERATED_) VALUES (?, 1, ?, ?, ?, ?) , (?, 1, ?, ?, ?, ?) 
2017年04月21 17:34:27.922 [main] DEBUG o.a.e.i.p.entity.ResourceEntity.bulkInsertResource - ==> Parameters: 7502(String), dayoff.bpmn(String), java.io.ByteArrayInputStream@5255b8b(ByteArrayInputStream), 7501(String), false(Boolean), 7503(String), dayoff.dayoff.png(String), java.io.ByteArrayInputStream@579d0550(ByteArrayInputStream), 7501(String), true(Boolean)
2017年04月21 17:34:28.051 [main] DEBUG o.a.e.i.p.entity.ResourceEntity.bulkInsertResource - <==    Updates: 2
2017年04月21 17:34:28.277 [Thread-3] INFO  o.s.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@2548e059: startup date [Fri Apr 21 17:34:08 CST 2017]; root of context hierarchy
2017年04月21 17:34:28.432 [Thread-3] INFO  org.quartz.simpl.SimpleThreadPool - Job execution threads will use class loader of thread: Thread-3
2017年04月21 17:34:28.467 [Thread-3] INFO  org.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2017年04月21 17:34:28.546 [Thread-3] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.1.6.1 created.
2017年04月21 17:34:28.549 [Thread-3] INFO  org.quartz.simpl.RAMJobStore - RAMJobStore initialized.
2017年04月21 17:34:28.550 [Thread-3] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'DefaultQuartzScheduler' initialized from default resource file in Quartz package: 'quartz.properties'
2017年04月21 17:34:28.550 [Thread-3] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 1.6.1
2017年04月21 17:34:28.552 [Thread-3] INFO  org.quartz.core.QuartzScheduler - Scheduler DefaultQuartzScheduler_$_NON_CLUSTERED shutting down.
2017年04月21 17:34:28.553 [Thread-3] INFO  org.quartz.core.QuartzScheduler - Scheduler DefaultQuartzScheduler_$_NON_CLUSTERED paused.
2017年04月21 17:34:28.553 [Thread-3] INFO  org.quartz.core.QuartzScheduler - Scheduler DefaultQuartzScheduler_$_NON_CLUSTERED shutdown complete.
2017年04月21 17:34:28.553 [Thread-3] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Disabled session validation scheduler.
2017年04月21 17:34:28.575 [Thread-3] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2017年04月21 17:34:28.582 [Thread-3] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2017年04月21 23:22:44.239 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2017年04月21 23:22:44.280 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@3c859513, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@65fe316f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@135fa2b9, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6bb4299e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1187b50]
2017年04月21 23:22:44.452 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from URL [file:src/main/webapp/WEB-INF/spring/root-context.xml]
2017年04月21 23:22:44.900 [main] ERROR o.springframework.test.context.TestContextManager - Caught exception while allowing TestExecutionListener [org.springframework.test.context.support.DependencyInjectionTestExecutionListener@65fe316f] to prepare test instance [jcook.test.WorkFlowTest@486f40bd]
java.lang.IllegalStateException: Failed to load ApplicationContext
	at org.springframework.test.context.DefaultCacheAwareContextLoaderDelegate.loadContext(DefaultCacheAwareContextLoaderDelegate.java:91)
	at org.springframework.test.context.DefaultTestContext.getApplicationContext(DefaultTestContext.java:74)
	at org.springframework.test.context.support.DependencyInjectionTestExecutionListener.injectDependencies(DependencyInjectionTestExecutionListener.java:116)
	at org.springframework.test.context.support.DependencyInjectionTestExecutionListener.prepareTestInstance(DependencyInjectionTestExecutionListener.java:82)
	at org.springframework.test.context.TestContextManager.prepareTestInstance(TestContextManager.java:212)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.createTest(SpringJUnit4ClassRunner.java:199)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner$1.runReflectiveCall(SpringJUnit4ClassRunner.java:251)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.methodBlock(SpringJUnit4ClassRunner.java:253)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:216)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:82)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:231)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:60)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:50)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:222)
	at org.springframework.test.context.junit4.statements.RunBeforeTestClassCallbacks.evaluate(RunBeforeTestClassCallbacks.java:60)
	at org.springframework.test.context.junit4.statements.RunAfterTestClassCallbacks.evaluate(RunAfterTestClassCallbacks.java:67)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:292)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.run(SpringJUnit4ClassRunner.java:162)
	at org.eclipse.jdt.internal.junit4.runner.JUnit4TestReference.run(JUnit4TestReference.java:86)
	at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:459)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:678)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:382)
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:192)
Caused by: org.springframework.beans.factory.BeanDefinitionStoreException: Unexpected exception parsing XML document from URL [file:src/main/webapp/WEB-INF/spring/root-context.xml]; nested exception is org.springframework.context.annotation.ConflictingBeanDefinitionException: Annotation-specified bean name 'dayoffController' for bean class [com.pzy.jcook.workflow.web.DayoffController] conflicts with existing, non-compatible bean definition of same name and class [com.pzy.jcook.workflow.service.DayoffController]
	at org.springframework.beans.factory.xml.XmlBeanDefinitionReader.doLoadBeanDefinitions(XmlBeanDefinitionReader.java:414)
	at org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(XmlBeanDefinitionReader.java:336)
	at org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(XmlBeanDefinitionReader.java:304)
	at org.springframework.beans.factory.support.AbstractBeanDefinitionReader.loadBeanDefinitions(AbstractBeanDefinitionReader.java:181)
	at org.springframework.beans.factory.support.AbstractBeanDefinitionReader.loadBeanDefinitions(AbstractBeanDefinitionReader.java:217)
	at org.springframework.beans.factory.support.AbstractBeanDefinitionReader.loadBeanDefinitions(AbstractBeanDefinitionReader.java:188)
	at org.springframework.beans.factory.support.AbstractBeanDefinitionReader.loadBeanDefinitions(AbstractBeanDefinitionReader.java:252)
	at org.springframework.test.context.support.AbstractGenericContextLoader.loadBeanDefinitions(AbstractGenericContextLoader.java:253)
	at org.springframework.test.context.support.AbstractGenericContextLoader.loadContext(AbstractGenericContextLoader.java:122)
	at org.springframework.test.context.support.AbstractGenericContextLoader.loadContext(AbstractGenericContextLoader.java:60)
	at org.springframework.test.context.support.AbstractDelegatingSmartContextLoader.delegateLoading(AbstractDelegatingSmartContextLoader.java:108)
	at org.springframework.test.context.support.AbstractDelegatingSmartContextLoader.loadContext(AbstractDelegatingSmartContextLoader.java:260)
	at org.springframework.test.context.DefaultCacheAwareContextLoaderDelegate.loadContextInternal(DefaultCacheAwareContextLoaderDelegate.java:63)
	at org.springframework.test.context.DefaultCacheAwareContextLoaderDelegate.loadContext(DefaultCacheAwareContextLoaderDelegate.java:83)
	... 25 common frames omitted
Caused by: org.springframework.context.annotation.ConflictingBeanDefinitionException: Annotation-specified bean name 'dayoffController' for bean class [com.pzy.jcook.workflow.web.DayoffController] conflicts with existing, non-compatible bean definition of same name and class [com.pzy.jcook.workflow.service.DayoffController]
	at org.springframework.context.annotation.ClassPathBeanDefinitionScanner.checkCandidate(ClassPathBeanDefinitionScanner.java:322)
	at org.springframework.context.annotation.ClassPathBeanDefinitionScanner.doScan(ClassPathBeanDefinitionScanner.java:261)
	at org.springframework.context.annotation.ComponentScanBeanDefinitionParser.parse(ComponentScanBeanDefinitionParser.java:85)
	at org.springframework.beans.factory.xml.NamespaceHandlerSupport.parse(NamespaceHandlerSupport.java:74)
	at org.springframework.beans.factory.xml.BeanDefinitionParserDelegate.parseCustomElement(BeanDefinitionParserDelegate.java:1427)
	at org.springframework.beans.factory.xml.BeanDefinitionParserDelegate.parseCustomElement(BeanDefinitionParserDelegate.java:1417)
	at org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader.parseBeanDefinitions(DefaultBeanDefinitionDocumentReader.java:174)
	at org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader.doRegisterBeanDefinitions(DefaultBeanDefinitionDocumentReader.java:144)
	at org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader.registerBeanDefinitions(DefaultBeanDefinitionDocumentReader.java:100)
	at org.springframework.beans.factory.xml.XmlBeanDefinitionReader.registerBeanDefinitions(XmlBeanDefinitionReader.java:510)
	at org.springframework.beans.factory.xml.XmlBeanDefinitionReader.doLoadBeanDefinitions(XmlBeanDefinitionReader.java:392)
	... 38 common frames omitted
2017年04月21 23:39:39.927 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2017年04月21 23:39:39.959 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@3c859513, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@65fe316f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@135fa2b9, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6bb4299e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1187b50]
2017年04月21 23:39:40.103 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from URL [file:src/main/webapp/WEB-INF/spring/root-context.xml]
2017年04月21 23:39:40.863 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from URL [file:src/main/webapp/WEB-INF/spring/applicationContext-activiti.xml]
2017年04月21 23:39:40.895 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from URL [file:src/main/webapp/WEB-INF/spring/applicationContext-shiro.xml]
2017年04月21 23:39:40.937 [main] INFO  o.s.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@14248f34: startup date [Fri Apr 21 23:39:40 CST 2017]; root of context hierarchy
2017年04月21 23:39:41.454 [main] INFO  o.s.beans.factory.config.PropertiesFactoryBean - Loading properties file from class path resource [application.properties]
2017年04月21 23:39:41.518 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017年04月21 23:39:41.641 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.aop.support.DefaultBeanFactoryPointcutAdvisor#0' of type [class org.springframework.aop.support.DefaultBeanFactoryPointcutAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:41.675 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'druid-stat-pointcut' of type [class org.springframework.aop.support.JdkRegexpMethodPointcut] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:41.956 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.aop.support.DefaultBeanFactoryPointcutAdvisor#1' of type [class org.springframework.aop.support.DefaultBeanFactoryPointcutAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:41.962 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.AnnotationTransactionAttributeSource#0' of type [class org.springframework.transaction.annotation.AnnotationTransactionAttributeSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:41.971 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.config.internalTransactionAdvisor' of type [class org.springframework.transaction.interceptor.BeanFactoryTransactionAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:42.174 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.beans.factory.config.MethodInvokingFactoryBean#0' of type [class org.springframework.beans.factory.config.MethodInvokingFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:42.235 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#296a3a9c' of type [class org.springframework.beans.factory.config.PropertiesFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:42.240 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#296a3a9c' of type [class java.util.Properties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:42.274 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#62fab370' of type [class org.springframework.data.repository.core.support.PropertiesBasedNamedQueries] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:42.281 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean '(inner bean)#3e3efbce' of type [class org.springframework.data.repository.query.ExtensionAwareEvaluationContextProvider] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:42.433 [main] ERROR com.alibaba.druid.pool.DruidAbstractDataSource - maxIdle is deprecated
2017年04月21 23:39:42.433 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [class com.alibaba.druid.pool.DruidDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:42.607 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'hibernateJpaVendorAdapter' of type [class org.springframework.orm.jpa.vendor.HibernateJpaVendorAdapter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017年04月21 23:39:42.634 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
2017年04月21 23:39:42.869 [main] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {4.0.2.Final}
2017年04月21 23:39:42.878 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {4.2.8.Final}
2017年04月21 23:39:42.884 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2017年04月21 23:39:42.886 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
2017年04月21 23:39:42.919 [main] INFO  org.hibernate.ejb.Ejb3Configuration - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2017年04月21 23:39:43.140 [main] INFO  o.h.s.j.c.internal.ConnectionProviderInitiator - HHH000130: Instantiating explicit connection provider: org.hibernate.ejb.connection.InjectedDataSourceConnectionProvider
2017年04月21 23:39:43.259 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2017年04月21 23:39:45.073 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5InnoDBDialect
2017年04月21 23:39:45.088 [main] INFO  o.hibernate.engine.jdbc.internal.LobCreatorBuilder - HHH000423: Disabling contextual LOB creation as JDBC driver reported JDBC version [3] less than 4
2017年04月21 23:39:45.474 [main] INFO  o.h.e.t.internal.TransactionFactoryInitiator - HHH000268: Transaction strategy: org.hibernate.engine.transaction.internal.jdbc.JdbcTransactionFactory
2017年04月21 23:39:45.491 [main] INFO  o.h.hql.internal.ast.ASTQueryTranslatorFactory - HHH000397: Using ASTQueryTranslatorFactory
2017年04月21 23:39:45.954 [main] INFO  org.hibernate.tool.hbm2ddl.SchemaUpdate - HHH000228: Running hbm2ddl schema update
2017年04月21 23:39:45.958 [main] INFO  org.hibernate.tool.hbm2ddl.SchemaUpdate - HHH000102: Fetching database metadata
2017年04月21 23:39:45.961 [main] INFO  org.hibernate.tool.hbm2ddl.SchemaUpdate - HHH000396: Updating schema
2017年04月21 23:39:46.384 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: gzlc.t_project_project
2017年04月21 23:39:46.384 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [id, sn, title, area, create_date, address, manger, name, update_date]
2017年04月21 23:39:46.385 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
2017年04月21 23:39:46.385 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
